 no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
2,0,1,0.5555555555555556,0.46582278481012657,0.5,0.5722222222222222,0.23367697594501718,0.2268041237113402,0.4719387755102041,0.2789115646258503,0
0,0,1,0.9090909090909091,0.6151898734177215,0.5,0.6655555555555556,0.44329896907216493,0.17525773195876287,0.6862244897959183,0.43537414965986393,1
0,0,1,0.797979797979798,0.6075949367088608,1.0,0.8088888888888889,0.6391752577319587,0.8041237113402062,0.5561224489795918,0.5034013605442177,1
2,0,1,0.6262626262626263,0.5468354430379747,1.0,0.7544444444444445,0.6391752577319587,0.12886597938144329,0.625,0.6190476190476191,1
3,1,1,0.797979797979798,0.739240506329114,0.2,0.44333333333333336,0.7972508591065293,0.28350515463917525,0.7704081632653061,0.46938775510204084,1
3,0,0,0.12121212121212122,0.11392405063291139,0.3,0.91,0.048109965635738834,0.05670103092783505,0.11224489795918367,0.061224489795918366,1
1,1,0,0.47474747474747475,0.29620253164556964,0.3,0.3422222222222222,0.4054982817869416,0.05670103092783505,0.3852040816326531,0.25170068027210885,0
5,1,1,0.5959595959595959,0.3949367088607595,0.1,0.8111111111111111,0.4329896907216495,0.2422680412371134,0.40561224489795916,0.4013605442176871,1
4,0,1,0.1414141414141414,0.1291139240506329,0.7,0.3466666666666667,0.13745704467353953,0.05154639175257732,0.08163265306122448,0.09523809523809523,0
3,0,1,0.47474747474747475,0.3240506329113924,0.8,0.8222222222222222,0.07560137457044673,0.44329896907216493,0.29846938775510207,0.41496598639455784,1
5,1,1,0.7676767676767676,0.5063291139240507,0.5,0.58,0.738831615120275,0.07216494845360824,0.5204081632653061,0.2925170068027211,0
4,1,0,0.7272727272727273,0.4278481012658228,0.2,0.78,0.5463917525773195,0.36597938144329895,0.5612244897959183,0.6530612244897959,1
4,0,1,0.1414141414141414,0.10886075949367088,0.8,0.49666666666666665,0.12371134020618557,0.061855670103092786,0.13520408163265307,0.06802721088435375,0
5,1,0,0.1414141414141414,0.07341772151898734,0.2,0.9211111111111111,0.027491408934707903,0.030927835051546393,0.1377551020408163,0.10884353741496598,1
2,1,0,0.797979797979798,0.46835443037974683,0.9,0.8077777777777778,0.6941580756013745,0.6391752577319587,0.5,0.48299319727891155,1
5,0,1,0.7676767676767676,0.47341772151898737,0.7,0.5655555555555556,0.2920962199312715,0.4381443298969072,0.5663265306122449,0.25170068027210885,0
3,1,1,0.9696969696969697,0.8658227848101265,0.1,0.8277777777777777,0.0859106529209622,0.10309278350515463,0.8418367346938775,0.4557823129251701,1
1,0,0,0.23232323232323232,0.1670886075949367,0.9,0.57,0.15807560137457044,0.04639175257731959,0.22959183673469388,0.10884353741496598,0
2,0,0,0.8181818181818182,0.46835443037974683,0.3,0.41333333333333333,0.6563573883161512,0.5257731958762887,0.7908163265306123,0.5374149659863946,0
2,1,1,0.030303030303030304,0.017721518987341773,0.2,0.45666666666666667,0.020618556701030927,0.0,0.030612244897959183,0.006802721088435374,0
4,1,0,0.47474747474747475,0.27341772151898736,1.0,0.55,0.38831615120274915,0.35051546391752575,0.4336734693877551,0.30612244897959184,0
5,0,0,0.1111111111111111,0.06329113924050633,0.2,0.9188888888888889,0.08247422680412371,0.05154639175257732,0.10459183673469388,0.04081632653061224,1
4,0,0,0.8686868686868687,0.6354430379746835,0.3,0.9111111111111111,0.4948453608247423,0.25773195876288657,0.6632653061224489,0.564625850340136,1
5,1,1,0.8787878787878788,0.7113924050632912,0.5,0.7333333333333333,0.8762886597938144,0.041237113402061855,0.6607142857142857,0.6870748299319728,1
0,0,0,0.2222222222222222,0.21772151898734177,0.2,0.6255555555555555,0.030927835051546393,0.05154639175257732,0.11224489795918367,0.19047619047619047,1
1,0,1,0.050505050505050504,0.035443037974683546,0.5,0.9811111111111112,0.030927835051546393,0.0,0.04336734693877551,0.02040816326530612,1
0,0,1,0.9191919191919192,0.5569620253164557,0.6,0.43,0.8694158075601375,0.8041237113402062,0.8086734693877551,0.47619047619047616,0
1,1,0,0.2222222222222222,0.22025316455696203,0.6,0.6811111111111111,0.01718213058419244,0.09278350515463918,0.14540816326530612,0.16326530612244897,1
0,0,1,0.2222222222222222,0.20253164556962025,0.7,0.37222222222222223,0.09621993127147767,0.19072164948453607,0.1760204081632653,0.19727891156462585,0
1,1,1,0.9696969696969697,0.8734177215189873,0.1,0.8833333333333333,0.32646048109965636,0.04639175257731959,0.8163265306122449,0.6326530612244898,1
1,1,1,0.6565656565656566,0.3518987341772152,0.4,0.41,0.32989690721649484,0.015463917525773196,0.4387755102040816,0.564625850340136,0
4,1,1,0.24242424242424243,0.18734177215189873,0.9,0.9866666666666667,0.09278350515463918,0.08247422680412371,0.19387755102040816,0.21768707482993196,1
4,0,0,0.5555555555555556,0.31139240506329113,0.3,0.8244444444444444,0.44329896907216493,0.13917525773195877,0.5051020408163265,0.2925170068027211,1
0,1,0,0.5050505050505051,0.36455696202531646,0.2,0.9711111111111111,0.10309278350515463,0.4793814432989691,0.3596938775510204,0.2653061224489796,1
1,1,0,0.2727272727272727,0.20506329113924052,0.8,0.7677777777777778,0.06872852233676977,0.18556701030927836,0.2066326530612245,0.14285714285714285,1
3,0,1,0.8585858585858586,0.7670886075949367,0.6,0.8466666666666667,0.436426116838488,0.19072164948453607,0.5102040816326531,0.2857142857142857,1
1,1,0,0.4444444444444444,0.2708860759493671,0.9,0.36,0.07560137457044673,0.17010309278350516,0.3239795918367347,0.3673469387755102,0
4,0,0,0.050505050505050504,0.04556962025316456,1.0,0.8633333333333333,0.030927835051546393,0.015463917525773196,0.03316326530612245,0.013605442176870748,1
0,1,0,0.8383838383838383,0.5417721518987342,0.1,0.7355555555555555,0.20962199312714777,0.634020618556701,0.625,0.6938775510204082,1
2,0,1,0.6060606060606061,0.3291139240506329,0.6,0.5133333333333333,0.07216494845360824,0.12886597938144329,0.37244897959183676,0.38095238095238093,0
3,0,1,0.40404040404040403,0.26329113924050634,0.7,0.6766666666666666,0.07216494845360824,0.3556701030927835,0.29846938775510207,0.3129251700680272,1
5,1,1,0.4444444444444444,0.29620253164556964,1.0,0.6555555555555556,0.030927835051546393,0.13917525773195877,0.39540816326530615,0.1564625850340136,1
3,1,1,0.4444444444444444,0.4,0.9,0.8655555555555555,0.24742268041237114,0.27835051546391754,0.38010204081632654,0.24489795918367346,1
2,1,1,0.1919191919191919,0.12658227848101267,0.7,0.7122222222222222,0.03436426116838488,0.04639175257731959,0.14030612244897958,0.16326530612244897,1
0,1,1,0.5050505050505051,0.46582278481012657,0.6,0.8355555555555556,0.5017182130584192,0.20618556701030927,0.26785714285714285,0.4421768707482993,1
0,1,0,0.8080808080808081,0.6,0.5,0.3388888888888889,0.7628865979381443,0.5979381443298969,0.4387755102040816,0.8163265306122449,0
4,0,0,0.8282828282828283,0.5240506329113924,0.5,0.6066666666666667,0.3711340206185567,0.36082474226804123,0.6377551020408163,0.7210884353741497,0
2,1,0,0.7070707070707071,0.6126582278481013,0.4,0.9255555555555556,0.47079037800687284,0.211340206185567,0.6658163265306123,0.6190476190476191,1
2,0,0,0.24242424242424243,0.22278481012658227,0.9,0.4677777777777778,0.10996563573883161,0.07731958762886598,0.17091836734693877,0.09523809523809523,0
5,1,0,0.6666666666666666,0.4759493670886076,0.2,0.71,0.10996563573883161,0.05670103092783505,0.6403061224489796,0.2925170068027211,1
3,1,0,0.32323232323232326,0.17468354430379746,1.0,0.8166666666666667,0.05154639175257732,0.19072164948453607,0.23469387755102042,0.2108843537414966,1
0,0,1,0.26262626262626265,0.13670886075949368,0.1,0.41888888888888887,0.003436426116838488,0.25257731958762886,0.1556122448979592,0.1836734693877551,0
3,0,0,0.696969696969697,0.3949367088607595,1.0,0.34444444444444444,0.15463917525773196,0.18556701030927836,0.5204081632653061,0.32653061224489793,0
4,1,0,0.48484848484848486,0.35443037974683544,0.1,0.7722222222222223,0.38831615120274915,0.08762886597938144,0.39285714285714285,0.3129251700680272,1
1,0,1,0.030303030303030304,0.030379746835443037,0.2,0.39444444444444443,0.024054982817869417,0.015463917525773196,0.02040816326530612,0.013605442176870748,1
1,0,1,0.43434343434343436,0.3569620253164557,0.6,0.5833333333333334,0.07216494845360824,0.05670103092783505,0.3596938775510204,0.3741496598639456,0
5,0,0,0.0707070707070707,0.060759493670886074,1.0,0.36666666666666664,0.044673539518900345,0.03608247422680412,0.06377551020408163,0.034013605442176874,0
5,1,0,0.9494949494949495,0.6531645569620254,0.7,0.6944444444444444,0.9690721649484536,0.7938144329896907,0.7857142857142857,0.7551020408163265,1
3,0,1,0.08080808080808081,0.07341772151898734,0.5,0.7155555555555555,0.020618556701030927,0.02577319587628866,0.07397959183673469,0.027210884353741496,1
5,0,0,0.4444444444444444,0.37721518987341773,0.2,0.9611111111111111,0.281786941580756,0.31958762886597936,0.38010204081632654,0.23809523809523808,1
1,1,1,0.47474747474747475,0.37468354430379747,0.3,0.7344444444444445,0.2920962199312715,0.30927835051546393,0.3469387755102041,0.43537414965986393,1
2,0,0,0.23232323232323232,0.12658227848101267,0.4,0.9822222222222222,0.048109965635738834,0.08762886597938144,0.1556122448979592,0.10204081632653061,1
5,1,1,0.8585858585858586,0.6759493670886076,0.5,0.8922222222222222,0.01718213058419244,0.8556701030927835,0.6224489795918368,0.6530612244897959,1
2,1,0,0.7676767676767676,0.7164556962025317,0.6,0.8888888888888888,0.6769759450171822,0.7628865979381443,0.3979591836734694,0.5306122448979592,1
2,1,0,0.32323232323232326,0.3189873417721519,0.9,0.8844444444444445,0.21305841924398625,0.18041237113402062,0.24489795918367346,0.1360544217687075,1
4,0,0,0.24242424242424243,0.12658227848101267,0.2,0.7955555555555556,0.05154639175257732,0.14432989690721648,0.1760204081632653,0.09523809523809523,1
0,1,1,0.050505050505050504,0.027848101265822784,0.9,0.5322222222222223,0.05154639175257732,0.02577319587628866,0.04591836734693878,0.04081632653061224,0
3,0,1,0.8585858585858586,0.7164556962025317,0.1,0.9,0.865979381443299,0.22164948453608246,0.4719387755102041,0.7278911564625851,1
0,1,1,0.898989898989899,0.529113924050633,0.9,0.6311111111111111,0.6460481099656358,0.03608247422680412,0.8341836734693877,0.36054421768707484,1
0,1,0,0.2828282828282828,0.14177215189873418,0.4,0.9355555555555556,0.0,0.06701030927835051,0.1556122448979592,0.1292517006802721,1
3,0,1,0.29292929292929293,0.17721518987341772,0.2,0.8955555555555555,0.1958762886597938,0.28865979381443296,0.15051020408163265,0.20408163265306123,1
1,1,1,0.494949494949495,0.4481012658227848,0.4,0.8022222222222222,0.3161512027491409,0.37628865979381443,0.41836734693877553,0.20408163265306123,1
5,0,0,0.9696969696969697,0.5240506329113924,0.7,0.4911111111111111,0.8865979381443299,0.5051546391752577,0.8112244897959183,0.5578231292517006,0
3,1,1,0.3333333333333333,0.2481012658227848,0.3,0.4,0.15463917525773196,0.030927835051546393,0.28061224489795916,0.29931972789115646,0
3,0,0,0.2828282828282828,0.14936708860759493,0.2,0.5122222222222222,0.054982817869415807,0.020618556701030927,0.22704081632653061,0.19047619047619047,0
2,1,0,0.7878787878787878,0.5620253164556962,0.5,0.8166666666666667,0.3333333333333333,0.23711340206185566,0.5867346938775511,0.46938775510204084,1
4,1,1,0.25252525252525254,0.21265822784810126,0.6,0.8455555555555555,0.21649484536082475,0.06701030927835051,0.21428571428571427,0.10884353741496598,1
0,1,0,0.4444444444444444,0.2683544303797468,1.0,0.7255555555555555,0.23367697594501718,0.23711340206185566,0.42857142857142855,0.3673469387755102,1
0,0,0,0.797979797979798,0.779746835443038,0.2,0.8066666666666666,0.1718213058419244,0.7525773195876289,0.6071428571428571,0.3741496598639456,1
1,1,0,0.898989898989899,0.5721518987341773,0.9,0.6855555555555556,0.28865979381443296,0.7989690721649485,0.7117346938775511,0.7959183673469388,1
0,1,0,0.5656565656565656,0.3392405063291139,0.1,0.5111111111111111,0.11683848797250859,0.211340206185567,0.37755102040816324,0.2789115646258503,0
1,0,0,0.1414141414141414,0.08354430379746836,0.4,0.34,0.10996563573883161,0.041237113402061855,0.06887755102040816,0.05442176870748299,0
5,1,1,0.050505050505050504,0.035443037974683546,0.2,0.5233333333333333,0.01718213058419244,0.005154639175257732,0.03316326530612245,0.02040816326530612,0
1,1,1,0.5151515151515151,0.38734177215189874,0.2,0.6977777777777778,0.23711340206185566,0.17010309278350516,0.4489795918367347,0.1836734693877551,1
3,1,0,0.98989898989899,0.6481012658227848,0.5,0.4488888888888889,0.8384879725085911,0.34536082474226804,0.9438775510204082,0.782312925170068,0
2,1,1,0.8686868686868687,0.5468354430379747,0.8,0.8933333333333333,0.5292096219931272,0.015463917525773196,0.6836734693877551,0.48299319727891155,1
3,0,0,0.16161616161616163,0.09873417721518987,1.0,0.8933333333333333,0.030927835051546393,0.12886597938144329,0.08163265306122448,0.05442176870748299,1
1,0,1,0.25252525252525254,0.16962025316455695,0.1,0.5577777777777778,0.11683848797250859,0.13402061855670103,0.23979591836734693,0.09523809523809523,0
0,1,0,0.9595959595959596,0.5721518987341773,0.3,0.9566666666666667,0.8487972508591065,0.6804123711340206,0.7397959183673469,0.38095238095238093,1
2,0,1,0.30303030303030304,0.19746835443037974,0.7,0.6166666666666667,0.2268041237113402,0.13917525773195877,0.24489795918367346,0.11564625850340136,1
0,0,0,0.5151515151515151,0.34430379746835443,0.9,0.39,0.058419243986254296,0.19072164948453607,0.3673469387755102,0.5170068027210885,0
2,0,1,0.7676767676767676,0.5974683544303797,0.3,0.3977777777777778,0.6941580756013745,0.14948453608247422,0.5637755102040817,0.7414965986394558,0
5,1,0,0.8888888888888888,0.4759493670886076,0.7,0.9288888888888889,0.5945017182130584,0.520618556701031,0.8341836734693877,0.3673469387755102,1
4,0,1,0.1111111111111111,0.07341772151898734,0.2,0.6155555555555555,0.09621993127147767,0.05154639175257732,0.10459183673469388,0.10884353741496598,1
3,1,0,0.8787878787878788,0.7721518987341772,0.1,0.4922222222222222,0.4054982817869416,0.09278350515463918,0.6275510204081632,0.5510204081632653,1
5,0,0,0.6161616161616161,0.5974683544303797,0.2,0.8055555555555556,0.5979381443298969,0.26288659793814434,0.3979591836734694,0.32653061224489793,1
2,0,1,0.1919191919191919,0.17721518987341772,0.7,0.9088888888888889,0.16494845360824742,0.18041237113402062,0.11479591836734694,0.14285714285714285,1
1,0,0,1.0,0.979746835443038,0.3,0.7444444444444445,0.6666666666666666,0.6494845360824743,0.9132653061224489,0.4421768707482993,1
0,1,0,0.5858585858585859,0.5341772151898734,0.3,0.46,0.27147766323024053,0.12371134020618557,0.40816326530612246,0.38095238095238093,0
2,0,1,0.9595959595959596,0.9367088607594937,0.4,0.9855555555555555,0.7491408934707904,0.9432989690721649,0.4897959183673469,0.7959183673469388,1
3,1,1,0.797979797979798,0.6734177215189874,0.6,0.45444444444444443,0.5876288659793815,0.07216494845360824,0.5739795918367347,0.5918367346938775,0
1,0,1,0.13131313131313133,0.11392405063291139,0.7,0.7544444444444445,0.09278350515463918,0.10824742268041238,0.09438775510204081,0.10884353741496598,1
4,1,1,0.0707070707070707,0.06582278481012659,0.9,0.5311111111111111,0.020618556701030927,0.030927835051546393,0.05357142857142857,0.02040816326530612,0
3,1,0,0.06060606060606061,0.030379746835443037,0.1,0.8355555555555556,0.037800687285223365,0.02577319587628866,0.058673469387755105,0.047619047619047616,1
0,1,0,0.9494949494949495,0.8354430379746836,0.2,0.6844444444444444,0.5292096219931272,0.25773195876288657,0.6403061224489796,0.5306122448979592,1
2,0,1,0.3838383838383838,0.31645569620253167,0.7,0.9355555555555556,0.12714776632302405,0.34536082474226804,0.37244897959183676,0.36054421768707484,1
3,1,1,0.7878787878787878,0.6658227848101266,1.0,0.9333333333333333,0.041237113402061855,0.5824742268041238,0.6147959183673469,0.36054421768707484,1
3,1,1,0.7878787878787878,0.7012658227848101,0.3,0.4777777777777778,0.06872852233676977,0.41237113402061853,0.6658163265306123,0.36054421768707484,0
4,0,0,0.2727272727272727,0.17721518987341772,0.2,0.39,0.037800687285223365,0.11855670103092783,0.21173469387755103,0.1836734693877551,0
5,0,0,0.06060606060606061,0.05822784810126582,0.2,0.38555555555555554,0.0,0.0,0.04846938775510204,0.013605442176870748,0
3,0,1,0.8080808080808081,0.7291139240506329,0.5,0.64,0.6460481099656358,0.3865979381443299,0.41581632653061223,0.8095238095238095,1
0,0,1,0.40404040404040403,0.27848101265822783,0.4,0.8877777777777778,0.15120274914089346,0.31443298969072164,0.375,0.2857142857142857,1
1,0,1,0.3333333333333333,0.27341772151898736,0.1,0.6111111111111112,0.20618556701030927,0.1958762886597938,0.28061224489795916,0.3197278911564626,1
2,1,0,0.5858585858585859,0.3367088607594937,0.2,0.9755555555555555,0.28865979381443296,0.27835051546391754,0.4744897959183674,0.30612244897959184,1
3,1,1,0.24242424242424243,0.12151898734177215,0.6,0.9944444444444445,0.23367697594501718,0.015463917525773196,0.18622448979591838,0.22448979591836735,1
4,0,0,0.7676767676767676,0.7518987341772152,0.3,0.67,0.10996563573883161,0.14948453608247422,0.7091836734693877,0.7482993197278912,1
2,0,1,0.25252525252525254,0.17468354430379746,0.6,0.3611111111111111,0.19931271477663232,0.08247422680412371,0.16326530612244897,0.24489795918367346,0
2,1,0,0.3333333333333333,0.29873417721518986,0.2,0.43666666666666665,0.1958762886597938,0.19072164948453607,0.17346938775510204,0.17687074829931973,1
3,1,0,0.98989898989899,0.7670886075949367,0.1,0.68,0.36769759450171824,0.23711340206185566,0.8188775510204082,0.38095238095238093,1
0,1,1,0.10101010101010101,0.09620253164556962,0.4,0.6144444444444445,0.0859106529209622,0.05154639175257732,0.05357142857142857,0.08843537414965986,1
0,0,1,0.25252525252525254,0.22278481012658227,0.7,0.43222222222222223,0.2508591065292096,0.07216494845360824,0.21683673469387754,0.24489795918367346,0
0,1,0,0.1919191919191919,0.17215189873417722,0.2,0.8688888888888889,0.003436426116838488,0.17525773195876287,0.125,0.16326530612244897,1
3,1,0,0.31313131313131315,0.21518987341772153,0.6,0.5477777777777778,0.29896907216494845,0.26288659793814434,0.30612244897959184,0.1360544217687075,0
5,1,1,0.6060606060606061,0.3012658227848101,0.1,0.6988888888888889,0.0859106529209622,0.0,0.4897959183673469,0.2857142857142857,1
5,0,0,0.6565656565656566,0.5468354430379747,0.5,0.46555555555555556,0.054982817869415807,0.5618556701030928,0.5688775510204082,0.4489795918367347,0
2,0,1,0.5959595959595959,0.4,0.1,0.49333333333333335,0.49140893470790376,0.22164948453608246,0.5178571428571429,0.3741496598639456,0
5,0,1,0.6565656565656566,0.4,0.8,0.33444444444444443,0.3161512027491409,0.5103092783505154,0.44387755102040816,0.48299319727891155,0
0,1,1,0.3838383838383838,0.28354430379746837,1.0,0.5322222222222223,0.037800687285223365,0.32989690721649484,0.30612244897959184,0.3673469387755102,0
3,0,1,0.30303030303030304,0.28860759493670884,0.5,0.4711111111111111,0.061855670103092786,0.21649484536082475,0.2780612244897959,0.10204081632653061,0
0,1,0,0.43434343434343436,0.4278481012658228,0.9,0.5211111111111111,0.006872852233676976,0.29896907216494845,0.30612244897959184,0.4217687074829932,0
4,0,1,0.35353535353535354,0.21012658227848102,0.1,0.9966666666666667,0.27147766323024053,0.28350515463917525,0.32142857142857145,0.12244897959183673,1
3,0,0,0.030303030303030304,0.012658227848101266,0.1,0.53,0.024054982817869417,0.010309278350515464,0.02040816326530612,0.027210884353741496,0
3,0,1,0.06060606060606061,0.035443037974683546,0.8,0.5655555555555556,0.020618556701030927,0.015463917525773196,0.061224489795918366,0.061224489795918366,0
0,1,1,0.08080808080808081,0.043037974683544304,0.2,0.8355555555555556,0.07903780068728522,0.05670103092783505,0.08163265306122448,0.027210884353741496,1
0,0,1,0.5656565656565656,0.4835443037974684,0.7,0.9722222222222222,0.5738831615120275,0.2422680412371134,0.3852040816326531,0.5238095238095238,1
2,0,1,0.18181818181818182,0.09113924050632911,0.2,0.3811111111111111,0.11683848797250859,0.05670103092783505,0.15816326530612246,0.10204081632653061,0
0,1,0,0.6868686868686869,0.5265822784810127,1.0,0.91,0.5670103092783505,0.6134020618556701,0.6811224489795918,0.54421768707483,1
2,1,1,0.42424242424242425,0.4253164556962025,0.1,0.4811111111111111,0.1134020618556701,0.0,0.3596938775510204,0.25170068027210885,1
1,0,1,0.020202020202020204,0.010126582278481013,0.3,0.8533333333333334,0.010309278350515464,0.005154639175257732,0.015306122448979591,0.0,1
2,1,1,0.8585858585858586,0.8050632911392405,0.3,0.7933333333333333,0.584192439862543,0.04639175257731959,0.6785714285714286,0.38095238095238093,1
2,0,1,0.2828282828282828,0.25569620253164554,0.8,0.59,0.09965635738831616,0.14948453608247422,0.1836734693877551,0.2789115646258503,0
0,1,1,0.36363636363636365,0.21772151898734177,0.3,0.5877777777777777,0.12027491408934708,0.17010309278350516,0.288265306122449,0.35374149659863946,0
1,0,0,0.6262626262626263,0.4936708860759494,1.0,0.49777777777777776,0.1134020618556701,0.36597938144329895,0.5714285714285714,0.54421768707483,0
1,1,0,0.2727272727272727,0.25316455696202533,0.1,0.6488888888888888,0.22336769759450173,0.13917525773195877,0.19642857142857142,0.23129251700680273,1
1,1,0,0.6868686868686869,0.579746835443038,0.2,0.5566666666666666,0.13402061855670103,0.4845360824742268,0.4413265306122449,0.29931972789115646,1
2,0,0,0.6363636363636364,0.620253164556962,0.9,0.9422222222222222,0.35051546391752575,0.18041237113402062,0.4642857142857143,0.5578231292517006,1
4,0,0,0.8888888888888888,0.4835443037974684,0.3,0.6511111111111111,0.6048109965635738,0.4536082474226804,0.5255102040816326,0.8435374149659864,1
1,1,0,0.5959595959595959,0.3291139240506329,0.1,0.4288888888888889,0.5601374570446735,0.25773195876288657,0.30612244897959184,0.2585034013605442,0
5,0,1,0.98989898989899,0.959493670886076,0.9,0.33444444444444443,0.23024054982817868,0.25257731958762886,0.875,0.4217687074829932,0
2,1,0,0.3333333333333333,0.21012658227848102,0.3,0.7255555555555555,0.16151202749140894,0.15979381443298968,0.21173469387755103,0.3129251700680272,1
4,1,1,0.030303030303030304,0.012658227848101266,0.7,0.49777777777777776,0.024054982817869417,0.005154639175257732,0.02040816326530612,0.006802721088435374,0
1,0,1,0.48484848484848486,0.2936708860759494,0.8,0.7733333333333333,0.048109965635738834,0.4845360824742268,0.3010204081632653,0.4421768707482993,1
1,1,0,0.7575757575757576,0.7164556962025317,0.8,0.7855555555555556,0.3333333333333333,0.05670103092783505,0.41581632653061223,0.4557823129251701,1
2,0,0,0.8686868686868687,0.549367088607595,0.2,0.4766666666666667,0.18900343642611683,0.5567010309278351,0.7882653061224489,0.40816326530612246,0
4,0,0,0.898989898989899,0.5341772151898734,0.3,0.7011111111111111,0.14432989690721648,0.010309278350515464,0.6581632653061225,0.4217687074829932,1
5,0,1,0.9696969696969697,0.7493670886075949,0.2,0.4955555555555556,0.7869415807560137,0.18041237113402062,0.9336734693877551,0.8979591836734694,1
0,1,1,0.7777777777777778,0.4582278481012658,0.9,0.7833333333333333,0.20962199312714777,0.26288659793814434,0.6071428571428571,0.42857142857142855,1
3,0,1,0.7070707070707071,0.3848101265822785,0.1,0.7877777777777778,0.3539518900343643,0.6443298969072165,0.5280612244897959,0.272108843537415,1
4,0,1,0.7878787878787878,0.4936708860759494,0.7,0.8211111111111111,0.06529209621993128,0.4639175257731959,0.5204081632653061,0.29931972789115646,1
3,1,0,0.5151515151515151,0.27848101265822783,0.3,0.37333333333333335,-0.003436426116838488,0.29896907216494845,0.29591836734693877,0.5102040816326531,0
4,1,0,0.9494949494949495,0.8253164556962025,0.2,0.9977777777777778,0.6254295532646048,0.20618556701030927,0.5612244897959183,0.6938775510204082,1
4,0,1,0.06060606060606061,0.053164556962025315,0.3,0.62,0.044673539518900345,0.05154639175257732,0.05612244897959184,0.02040816326530612,1
3,1,0,0.5151515151515151,0.3367088607594937,0.2,0.6544444444444445,0.3848797250859107,0.13917525773195877,0.5153061224489796,0.41496598639455784,1
2,1,1,0.3838383838383838,0.36455696202531646,0.1,0.33444444444444443,0.07903780068728522,0.07216494845360824,0.19387755102040816,0.16326530612244897,0
2,0,1,0.5353535353535354,0.5367088607594936,0.7,0.5733333333333334,0.07560137457044673,0.25773195876288657,0.5331632653061225,0.5238095238095238,0
5,0,0,0.1111111111111111,0.09113924050632911,0.6,0.35,0.044673539518900345,0.03608247422680412,0.07908163265306123,0.09523809523809523,0
3,0,0,0.6464646464646465,0.36455696202531646,0.5,0.6066666666666667,0.3642611683848797,0.5154639175257731,0.5408163265306123,0.3469387755102041,0
0,0,1,0.5151515151515151,0.3670886075949367,0.7,0.6211111111111111,0.37800687285223367,0.05670103092783505,0.3137755102040816,0.40816326530612246,1
3,1,1,0.5353535353535354,0.4278481012658228,0.1,0.3888888888888889,0.5429553264604811,0.15979381443298968,0.3647959183673469,0.46258503401360546,1
1,1,0,0.6767676767676768,0.47341772151898737,0.4,0.6477777777777778,0.31958762886597936,0.211340206185567,0.4362244897959184,0.46938775510204084,1
2,0,0,0.40404040404040403,0.2379746835443038,0.4,0.9711111111111111,0.15120274914089346,0.19072164948453607,0.2602040816326531,0.32653061224489793,1
2,0,1,0.3939393939393939,0.2936708860759494,0.4,0.8977777777777778,0.19931271477663232,0.15979381443298968,0.32908163265306123,0.3401360544217687,1
1,1,1,0.16161616161616163,0.1240506329113924,0.8,0.5411111111111111,0.14776632302405499,0.05670103092783505,0.09948979591836735,0.1360544217687075,0
3,1,0,0.2727272727272727,0.19746835443037974,0.7,0.9666666666666667,0.18556701030927836,0.27319587628865977,0.14540816326530612,0.14285714285714285,1
3,1,0,0.1414141414141414,0.09620253164556962,0.4,0.9333333333333333,0.058419243986254296,0.010309278350515464,0.13520408163265307,0.10204081632653061,1
4,0,1,0.8080808080808081,0.4860759493670886,0.9,0.7577777777777778,0.0859106529209622,0.4587628865979381,0.4846938775510204,0.36054421768707484,1
3,1,1,0.8282828282828283,0.7316455696202532,0.5,0.7422222222222222,0.8178694158075601,0.23195876288659795,0.7321428571428571,0.7414965986394558,1
5,1,1,0.48484848484848486,0.2607594936708861,0.4,0.8677777777777778,0.16494845360824742,0.35051546391752575,0.28316326530612246,0.2925170068027211,1
4,1,0,0.8181818181818182,0.4810126582278481,0.3,0.4166666666666667,0.140893470790378,0.7474226804123711,0.4872448979591837,0.8095238095238095,0
4,0,0,0.5959595959595959,0.37721518987341773,0.7,0.9522222222222222,0.08934707903780069,0.4896907216494845,0.40816326530612246,0.23809523809523808,1
5,1,1,0.8181818181818182,0.8126582278481013,0.3,0.9144444444444444,0.6254295532646048,0.09278350515463918,0.6147959183673469,0.4421768707482993,1
0,1,0,0.1414141414141414,0.12658227848101267,0.4,0.7622222222222222,0.061855670103092786,0.0979381443298969,0.08163265306122448,0.10204081632653061,1
1,1,0,0.16161616161616163,0.15949367088607594,0.1,0.8011111111111111,0.10309278350515463,0.030927835051546393,0.1326530612244898,0.061224489795918366,1
4,1,0,0.46464646464646464,0.2379746835443038,0.9,0.6055555555555555,0.027491408934707903,0.12371134020618557,0.29336734693877553,0.42857142857142855,0
1,0,0,0.29292929292929293,0.22531645569620254,0.3,0.5811111111111111,0.030927835051546393,0.28865979381443296,0.24744897959183673,0.12244897959183673,0
2,1,1,0.8686868686868687,0.6303797468354431,1.0,0.6744444444444444,0.46735395189003437,0.3917525773195876,0.8112244897959183,0.3673469387755102,1
4,0,0,0.3838383838383838,0.37721518987341773,1.0,0.47555555555555556,0.22336769759450173,0.18041237113402062,0.3112244897959184,0.17006802721088435,0
0,0,0,0.8282828282828283,0.5139240506329114,0.2,0.74,0.45017182130584193,0.5257731958762887,0.6607142857142857,0.5306122448979592,1
3,1,0,0.32323232323232326,0.25569620253164554,1.0,0.7822222222222223,0.11683848797250859,0.24742268041237114,0.22959183673469388,0.2653061224489796,1
